season,gametypeid,week,date,awayteam,hometeam,network,time
2023,2,1,09/7/2023,Lions,Chiefs,NBC,8:20 PM
2023,2,1,09/10/2023,Panthers,Falcons,FOX,1:00 PM
2023,2,1,09/10/2023,Bengals,Browns,CBS,1:00 PM
2023,2,1,09/10/2023,Jaguars,Colts,FOX,1:00 PM
2023,2,1,09/10/2023,Buccaneers,Vikings,CBS,1:00 PM
2023,2,1,09/10/2023,Titans,Saints,CBS,1:00 PM
2023,2,1,09/10/2023,49ers,Steelers,FOX,1:00 PM
2023,2,1,09/10/2023,Texans,Ravens,CBS,1:00 PM
2023,2,1,09/10/2023,Cardinals,Commanders,FOX,1:00 PM
2023,2,1,09/10/2023,Packers,Bears,FOX,4:25 PM
2023,2,1,09/10/2023,Raiders,Broncos,CBS,4:25 PM
2023,2,1,09/10/2023,Eagles,Patriots,CBS,4:25 PM
2023,2,1,09/10/2023,Dolphins,Chargers,CBS,4:25 PM
2023,2,1,09/10/2023,Rams,Seahawks,FOX,4:25 PM
2023,2,1,09/10/2023,Cowboys,Giants,NBC,8:20 PM
2023,2,1,09/11/2023,Bills,Jets,ESPN,8:15 PM
2023,2,2,09/14/2023,Vikings,Eagles,Amazon,8:15 PM
2023,2,2,09/17/2023,Packers,Falcons,FOX,1:00 PM
2023,2,2,09/17/2023,Raiders,Bills,CBS,1:00 PM
2023,2,2,09/17/2023,Ravens,Bengals,CBS,1:00 PM
2023,2,2,09/17/2023,Seahawks,Lions,FOX,1:00 PM
2023,2,2,09/17/2023,Colts,Texans,FOX,1:00 PM
2023,2,2,09/17/2023,Chiefs,Jaguars,CBS,1:00 PM
2023,2,2,09/17/2023,Chargers,Titans,CBS,1:00 PM
2023,2,2,09/17/2023,Bears,Buccaneers,FOX,1:00 PM
2023,2,2,09/17/2023,Giants,Cardinals,FOX,4:05 PM
2023,2,2,09/17/2023,49ers,Rams,FOX,4:05 PM
2023,2,2,09/17/2023,Jets,Cowboys,CBS,4:25 PM
2023,2,2,09/17/2023,Commanders,Broncos,CBS,4:25 PM
2023,2,2,09/17/2023,Dolphins,Patriots,NBC,8:20 PM
2023,2,2,09/18/2023,Saints,Panthers,ESPN,7:15 PM
2023,2,2,09/18/2023,Browns,Steelers,ABC,8:15 PM
2023,2,3,09/21/2023,Giants,49ers,Amazon,8:15 PM
2023,2,3,09/24/2023,Titans,Browns,CBS,1:00 PM
2023,2,3,09/24/2023,Falcons,Lions,FOX,1:00 PM
2023,2,3,09/24/2023,Saints,Packers,FOX,1:00 PM
2023,2,3,09/24/2023,Texans,Jaguars,FOX,1:00 PM
2023,2,3,09/24/2023,Broncos,Dolphins,CBS,1:00 PM
2023,2,3,09/24/2023,Chargers,Vikings,FOX,1:00 PM
2023,2,3,09/24/2023,Patriots,Jets,CBS,1:00 PM
2023,2,3,09/24/2023,Colts,Ravens,CBS,1:00 PM
2023,2,3,09/24/2023,Bills,Commanders,CBS,1:00 PM
2023,2,3,09/24/2023,Panthers,Seahawks,CBS,4:05 PM
2023,2,3,09/24/2023,Cowboys,Cardinals,FOX,4:25 PM
2023,2,3,09/24/2023,Bears,Chiefs,FOX,4:25 PM
2023,2,3,09/24/2023,Steelers,Raiders,NBC,8:20 PM
2023,2,3,09/25/2023,Eagles,Buccaneers,ABC,7:15 PM
2023,2,3,09/25/2023,Rams,Bengals,ESPN,8:15 PM
2023,2,4,09/28/2023,Lions,Packers,Amazon,8:15 PM
2023,2,4,10/1/2023,Falcons,Jaguars,ESPN,9:30 AM
2023,2,4,10/1/2023,Dolphins,Bills,CBS,1:00 PM
2023,2,4,10/1/2023,Vikings,Panthers,FOX,1:00 PM
2023,2,4,10/1/2023,Broncos,Bears,CBS,1:00 PM
2023,2,4,10/1/2023,Ravens,Browns,CBS,1:00 PM
2023,2,4,10/1/2023,Rams,Colts,FOX,1:00 PM
2023,2,4,10/1/2023,Steelers,Texans,CBS,1:00 PM
2023,2,4,10/1/2023,Buccaneers,Saints,FOX,1:00 PM
2023,2,4,10/1/2023,Bengals,Titans,FOX,1:00 PM
2023,2,4,10/1/2023,Commanders,Eagles,FOX,1:00 PM
2023,2,4,10/1/2023,Raiders,Chargers,CBS,4:05 PM
2023,2,4,10/1/2023,Patriots,Cowboys,FOX,4:25 PM
2023,2,4,10/1/2023,Cardinals,49ers,FOX,4:25 PM
2023,2,4,10/1/2023,Chiefs,Jets,NBC,8:20 PM
2023,2,4,10/2/2023,Seahawks,Giants,ESPN,8:15 PM
2023,2,5,10/5/2023,Bears,Commanders,Amazon,8:15 PM
2023,2,5,10/8/2023,Jaguars,Bills,NFL,9:30 AM
2023,2,5,10/8/2023,Texans,Falcons,FOX,1:00 PM
2023,2,5,10/8/2023,Titans,Colts,CBS,1:00 PM
2023,2,5,10/8/2023,Panthers,Lions,FOX,1:00 PM
2023,2,5,10/8/2023,Giants,Dolphins,FOX,1:00 PM
2023,2,5,10/8/2023,Saints,Patriots,CBS,1:00 PM
2023,2,5,10/8/2023,Ravens,Steelers,CBS,1:00 PM
2023,2,5,10/8/2023,Bengals,Cardinals,FOX,4:05 PM
2023,2,5,10/8/2023,Eagles,Rams,FOX,4:05 PM
2023,2,5,10/8/2023,Jets,Broncos,CBS,4:25 PM
2023,2,5,10/8/2023,Chiefs,Vikings,CBS,4:25 PM
2023,2,5,10/8/2023,Cowboys,49ers,NBC,8:20 PM
2023,2,5,10/9/2023,Packers,Raiders,ESPN,8:15 PM
2023,2,6,10/12/2023,Broncos,Chiefs,Amazon,8:15 PM
2023,2,6,10/15/2023,Ravens,Titans,NFL,9:30 AM
2023,2,6,10/15/2023,Commanders,Falcons,CBS,1:00 PM
2023,2,6,10/15/2023,Vikings,Bears,FOX,1:00 PM
2023,2,6,10/15/2023,Seahawks,Bengals,CBS,1:00 PM
2023,2,6,10/15/2023,49ers,Browns,FOX,1:00 PM
2023,2,6,10/15/2023,Saints,Texans,FOX,1:00 PM
2023,2,6,10/15/2023,Colts,Jaguars,CBS,1:00 PM
2023,2,6,10/15/2023,Panthers,Dolphins,CBS,1:00 PM
2023,2,6,10/15/2023,Lions,Buccaneers,FOX,1:00 PM
2023,2,6,10/15/2023,Patriots,Raiders,CBS,4:05 PM
2023,2,6,10/15/2023,Eagles,Jets,FOX,4:25 PM
2023,2,6,10/15/2023,Cardinals,Rams,FOX,4:25 PM
2023,2,6,10/15/2023,Giants,Bills,NBC,8:20 PM
2023,2,6,10/16/2023,Cowboys,Chargers,ESPN,8:15 PM
2023,2,7,10/19/2023,Jaguars,Saints,Amazon,8:15 PM
2023,2,7,10/22/2023,Raiders,Bears,FOX,1:00 PM
2023,2,7,10/22/2023,Browns,Colts,CBS,1:00 PM
2023,2,7,10/22/2023,Bills,Patriots,CBS,1:00 PM
2023,2,7,10/22/2023,Commanders,Giants,CBS,1:00 PM
2023,2,7,10/22/2023,Lions,Ravens,FOX,1:00 PM
2023,2,7,10/22/2023,Falcons,Buccaneers,FOX,1:00 PM
2023,2,7,10/22/2023,Steelers,Rams,FOX,4:05 PM
2023,2,7,10/22/2023,Cardinals,Seahawks,FOX,4:05 PM
2023,2,7,10/22/2023,Packers,Broncos,CBS,4:25 PM
2023,2,7,10/22/2023,Chargers,Chiefs,CBS,4:25 PM
2023,2,7,10/22/2023,Dolphins,Eagles,NBC,8:20 PM
2023,2,7,10/23/2023,49ers,Vikings,ESPN,8:15 PM
2023,2,8,10/26/2023,Buccaneers,Bills,Amazon,8:15 PM
2023,2,8,10/29/2023,Texans,Panthers,FOX,1:00 PM
2023,2,8,10/29/2023,Saints,Colts,FOX,1:00 PM
2023,2,8,10/29/2023,Rams,Cowboys,FOX,1:00 PM
2023,2,8,10/29/2023,Vikings,Packers,FOX,1:00 PM
2023,2,8,10/29/2023,Patriots,Dolphins,CBS,1:00 PM
2023,2,8,10/29/2023,Jets,Giants,CBS,1:00 PM
2023,2,8,10/29/2023,Falcons,Titans,CBS,1:00 PM
2023,2,8,10/29/2023,Jaguars,Steelers,CBS,1:00 PM
2023,2,8,10/29/2023,Eagles,Commanders,FOX,1:00 PM
2023,2,8,10/29/2023,Browns,Seahawks,FOX,4:05 PM
2023,2,8,10/29/2023,Ravens,Cardinals,CBS,4:25 PM
2023,2,8,10/29/2023,Chiefs,Broncos,CBS,4:25 PM
2023,2,8,10/29/2023,Bengals,49ers,CBS,4:25 PM
2023,2,8,10/29/2023,Bears,Chargers,NBC,8:20 PM
2023,2,8,10/30/2023,Raiders,Lions,ESPN,8:15 PM
2023,2,9,11/2/2023,Titans,Steelers,Amazon,8:15 PM
2023,2,9,11/5/2023,Dolphins,Chiefs,NFL,9:30 AM
2023,2,9,11/5/2023,Vikings,Falcons,FOX,1:00 PM
2023,2,9,11/5/2023,Cardinals,Browns,CBS,1:00 PM
2023,2,9,11/5/2023,Rams,Packers,FOX,1:00 PM
2023,2,9,11/5/2023,Buccaneers,Texans,CBS,1:00 PM
2023,2,9,11/5/2023,Bears,Saints,CBS,1:00 PM
2023,2,9,11/5/2023,Commanders,Patriots,FOX,1:00 PM
2023,2,9,11/5/2023,Seahawks,Ravens,CBS,1:00 PM
2023,2,9,11/5/2023,Colts,Panthers,CBS,4:05 PM
2023,2,9,11/5/2023,Cowboys,Eagles,FOX,4:25 PM
2023,2,9,11/5/2023,Giants,Raiders,FOX,4:25 PM
2023,2,9,11/5/2023,Bills,Bengals,NBC,8:20 PM
2023,2,9,11/6/2023,Chargers,Jets,ESPN,8:15 PM
2023,2,10,11/9/2023,Panthers,Bears,Amazon,8:15 PM
2023,2,10,11/12/2023,Colts,Patriots,NFL,9:30 AM
2023,2,10,11/12/2023,Texans,Bengals,CBS,1:00 PM
2023,2,10,11/12/2023,49ers,Jaguars,FOX,1:00 PM
2023,2,10,11/12/2023,Saints,Vikings,FOX,1:00 PM
2023,2,10,11/12/2023,Packers,Steelers,CBS,1:00 PM
2023,2,10,11/12/2023,Browns,Ravens,FOX,1:00 PM
2023,2,10,11/12/2023,Titans,Buccaneers,CBS,1:00 PM
2023,2,10,11/12/2023,Falcons,Cardinals,CBS,4:05 PM
2023,2,10,11/12/2023,Lions,Chargers,CBS,4:05 PM
2023,2,10,11/12/2023,Giants,Cowboys,FOX,4:25 PM
2023,2,10,11/12/2023,Commanders,Seahawks,FOX,4:25 PM
2023,2,10,11/12/2023,Jets,Raiders,NBC,8:20 PM
2023,2,10,11/13/2023,Broncos,Bills,ESPN,8:15 PM
2023,2,11,11/16/2023,Bengals,Ravens,Amazon,8:15 PM
2023,2,11,11/19/2023,Cowboys,Panthers,FOX,1:00 PM
2023,2,11,11/19/2023,Steelers,Browns,CBS,1:00 PM
2023,2,11,11/19/2023,Bears,Lions,FOX,1:00 PM
2023,2,11,11/19/2023,Chargers,Packers,FOX,1:00 PM
2023,2,11,11/19/2023,Cardinals,Texans,CBS,1:00 PM
2023,2,11,11/19/2023,Titans,Jaguars,CBS,1:00 PM
2023,2,11,11/19/2023,Raiders,Dolphins,CBS,1:00 PM
2023,2,11,11/19/2023,Giants,Commanders,FOX,1:00 PM
2023,2,11,11/19/2023,Buccaneers,49ers,FOX,4:05 PM
2023,2,11,11/19/2023,Jets,Bills,CBS,4:25 PM
2023,2,11,11/19/2023,Seahawks,Rams,CBS,4:25 PM
2023,2,11,11/19/2023,Vikings,Broncos,NBC,8:20 PM
2023,2,11,11/20/2023,Eagles,Chiefs,ESPN,8:15 PM
2023,2,12,11/23/2023,Packers,Lions,FOX,12:30 PM
2023,2,12,11/23/2023,Commanders,Cowboys,CBS,4:30 PM
2023,2,12,11/23/2023,49ers,Seahawks,NBC,8:20 PM
2023,2,12,11/24/2023,Dolphins,Jets,Amazon,3:00 PM
2023,2,12,11/26/2023,Saints,Falcons,FOX,1:00 PM
2023,2,12,11/26/2023,Steelers,Bengals,CBS,1:00 PM
2023,2,12,11/26/2023,Buccaneers,Colts,CBS,1:00 PM
2023,2,12,11/26/2023,Jaguars,Texans,CBS,1:00 PM
2023,2,12,11/26/2023,Patriots,Giants,FOX,1:00 PM
2023,2,12,11/26/2023,Panthers,Titans,FOX,1:00 PM
2023,2,12,11/26/2023,Rams,Cardinals,FOX,4:05 PM
2023,2,12,11/26/2023,Browns,Broncos,FOX,4:05 PM
2023,2,12,11/26/2023,Bills,Eagles,CBS,4:25 PM
2023,2,12,11/26/2023,Chiefs,Raiders,CBS,4:25 PM
2023,2,12,11/26/2023,Ravens,Chargers,NBC,8:20 PM
2023,2,12,11/27/2023,Bears,Vikings,ESPN,8:15 PM
2023,2,13,11/30/2023,Seahawks,Cowboys,Amazon,8:15 PM
2023,2,13,12/3/2023,Lions,Saints,FOX,1:00 PM
2023,2,13,12/3/2023,Chargers,Patriots,CBS,1:00 PM
2023,2,13,12/3/2023,Falcons,Jets,FOX,1:00 PM
2023,2,13,12/3/2023,Colts,Titans,CBS,1:00 PM
2023,2,13,12/3/2023,Cardinals,Steelers,CBS,1:00 PM
2023,2,13,12/3/2023,Panthers,Buccaneers,CBS,1:00 PM
2023,2,13,12/3/2023,Dolphins,Commanders,FOX,1:00 PM
2023,2,13,12/3/2023,Broncos,Texans,CBS,4:05 PM
2023,2,13,12/3/2023,49ers,Eagles,FOX,4:25 PM
2023,2,13,12/3/2023,Browns,Rams,FOX,4:25 PM
2023,2,13,12/3/2023,Chiefs,Packers,NBC,8:20 PM
2023,2,13,12/4/2023,Bengals,Jaguars,ESPN,8:15 PM
2023,2,14,12/7/2023,Patriots,Steelers,Amazon,8:15 PM
2023,2,14,12/10/2023,Buccaneers,Falcons,CBS,1:00 PM
2023,2,14,12/10/2023,Lions,Bears,FOX,1:00 PM
2023,2,14,12/10/2023,Colts,Bengals,CBS,1:00 PM
2023,2,14,12/10/2023,Jaguars,Browns,CBS,1:00 PM
2023,2,14,12/10/2023,Panthers,Saints,FOX,1:00 PM
2023,2,14,12/10/2023,Texans,Jets,CBS,1:00 PM
2023,2,14,12/10/2023,Rams,Ravens,FOX,1:00 PM
2023,2,14,12/10/2023,Vikings,Raiders,FOX,4:05 PM
2023,2,14,12/10/2023,Seahawks,49ers,FOX,4:05 PM
2023,2,14,12/10/2023,Bills,Chiefs,CBS,4:25 PM
2023,2,14,12/10/2023,Broncos,Chargers,CBS,4:25 PM
2023,2,14,12/10/2023,Eagles,Cowboys,NBC,8:20 PM
2023,2,14,12/11/2023,Titans,Dolphins,ESPN,8:15 PM
2023,2,14,12/11/2023,Packers,Giants,ABC,8:15 PM
2023,2,15,12/14/2023,Chargers,Raiders,Amazon,8:15 PM
2023,2,15,12/17/2023,Falcons,Panthers,FOX,1:00 PM
2023,2,15,12/17/2023,Vikings,Bengals,FOX,1:00 PM
2023,2,15,12/17/2023,Bears,Browns,CBS,1:00 PM
2023,2,15,12/17/2023,Steelers,Colts,CBS,1:00 PM
2023,2,15,12/17/2023,Broncos,Lions,FOX,1:00 PM
2023,2,15,12/17/2023,Buccaneers,Packers,FOX,1:00 PM
2023,2,15,12/17/2023,Jets,Dolphins,CBS,1:00 PM
2023,2,15,12/17/2023,Giants,Saints,FOX,1:00 PM
2023,2,15,12/17/2023,Texans,Titans,CBS,1:00 PM
2023,2,15,12/17/2023,49ers,Cardinals,CBS,4:05 PM
2023,2,15,12/17/2023,Commanders,Rams,CBS,4:05 PM
2023,2,15,12/17/2023,Cowboys,Bills,FOX,4:25 PM
2023,2,15,12/17/2023,Eagles,Seahawks,FOX,4:25 PM
2023,2,15,12/17/2023,Ravens,Jaguars,NBC,8:20 PM
2023,2,15,12/18/2023,Chiefs,Patriots,ESPN,8:15 PM
2023,2,16,12/21/2023,Saints,Rams,Amazon,8:15 PM
2023,2,16,12/23/2023,Bengals,Steelers,NBC,4:30 PM
2023,2,16,12/23/2023,Bills,Chargers,NBC,8:00 PM
2023,2,16,12/24/2023,Colts,Falcons,FOX,1:00 PM
2023,2,16,12/24/2023,Packers,Panthers,FOX,1:00 PM
2023,2,16,12/24/2023,Browns,Texans,CBS,1:00 PM
2023,2,16,12/24/2023,Lions,Vikings,FOX,1:00 PM
2023,2,16,12/24/2023,Commanders,Jets,CBS,1:00 PM
2023,2,16,12/24/2023,Seahawks,Titans,CBS,1:00 PM
2023,2,16,12/24/2023,Jaguars,Buccaneers,CBS,4:05 PM
2023,2,16,12/24/2023,Cardinals,Bears,FOX,4:25 PM
2023,2,16,12/24/2023,Cowboys,Dolphins,FOX,4:25 PM
2023,2,16,12/24/2023,Patriots,Broncos,NFL,8:15 PM
2023,2,16,12/25/2023,Raiders,Chiefs,CBS,1:00 PM
2023,2,16,12/25/2023,Giants,Eagles,FOX,4:30 PM
2023,2,16,12/25/2023,Ravens,49ers,ABC,8:15 PM
2023,2,17,12/28/2023,Jets,Browns,Amazon,8:15 PM
2023,2,17,12/30/2023,Lions,Cowboys,ESPN,8:15 PM
2023,2,17,12/31/2023,Patriots,Bills,CBS,1:00 PM
2023,2,17,12/31/2023,Falcons,Bears,CBS,1:00 PM
2023,2,17,12/31/2023,Raiders,Colts,CBS,1:00 PM
2023,2,17,12/31/2023,Titans,Texans,FOX,1:00 PM
2023,2,17,12/31/2023,Panthers,Jaguars,CBS,1:00 PM
2023,2,17,12/31/2023,Rams,Giants,FOX,1:00 PM
2023,2,17,12/31/2023,Cardinals,Eagles,FOX,1:00 PM
2023,2,17,12/31/2023,Dolphins,Ravens,CBS,1:00 PM
2023,2,17,12/31/2023,Saints,Buccaneers,FOX,1:00 PM
2023,2,17,12/31/2023,49ers,Commanders,FOX,1:00 PM
2023,2,17,12/31/2023,Steelers,Seahawks,FOX,4:05 PM
2023,2,17,12/31/2023,Chargers,Broncos,CBS,4:25 PM
2023,2,17,12/31/2023,Bengals,Chiefs,CBS,4:25 PM
2023,2,17,12/31/2023,Packers,Vikings,NBC,8:20 PM
2023,2,18,01/7/2024,Buccaneers,Panthers,FOX,1:00 PM
2023,2,18,01/7/2024,Browns,Bengals,FOX,1:00 PM
2023,2,18,01/7/2024,Texans,Colts,FOX,1:00 PM
2023,2,18,01/7/2024,Seahawks,Cardinals,FOX,1:00 PM
2023,2,18,01/7/2023,Vikings,Lions,FOX,1:00 PM
2023,2,18,01/7/2024,Bears,Packers,FOX,1:00 PM
2023,2,18,01/7/2024,Bills,Dolphins,FOX,1:00 PM
2023,2,18,01/7/2024,Falcons,Saints,FOX,1:00 PM
2023,2,18,01/7/2024,Jets,Patriots,FOX,1:00 PM
2023,2,18,01/7/2024,Eagles,Giants,FOX,1:00 PM
2023,2,18,01/7/2024,Jaguars,Titans,FOX,1:00 PM
2023,2,18,01/7/2024,Broncos,Raiders,FOX,1:00 PM
2023,2,18,01/7/2024,Steelers,Ravens,FOX,1:00 PM
2023,2,18,01/7/2024,Chiefs,Chargers,FOX,1:00 PM
2023,2,18,01/7/2024,Rams,49ers,FOX,1:00 PM
2023,2,18,01/7/2024,Cowboys,Commanders,FOX,1:00 PM
2023,3,19,01/13/2024,AFC WildCard,AFC WildCard,NBC,4:30 PM
2023,3,19,01/13/2024,NFC WildCard,NFC WildCard,TBD,8:00 PM
2023,3,19,01/14/2024,AFC WildCard,AFC WildCard,FOX,1:00 PM
2023,3,19,01/14/2024,NFC WildCard,NFC WildCard,CBS,4:30 PM
2023,3,19,01/14/2024,AFC WildCard,AFC WildCard,NBC,8:15 PM
2023,3,19,01/15/2024,AFC WildCard,AFC WildCard,ESPN,8:15 PM
2023,3,20,01/20/2024,AFC Div,AFC Div,TBD,1:00 PM
2023,3,20,01/20/2024,NFC Div,NFC Div,TBD,4:30 PM
2023,3,20,01/21/2024,AFC Div,AFC Div,TBD,1:00 PM
2023,3,20,01/21/2024,NFC Div,NFC Div,TBD,4:30 PM
2023,3,21,01/28/2024,AFC Champ,AFC Champ,TBD,3:05 PM
2023,3,21,01/28/2024,NFC Champ,NFC Champ,TBD,6:40 PM
2023,3,22,02/11/2024,AFC Champ,NFC Champ,CBS,6:30 PM